dish_id,restaurant_id,dish_name,price,prep_time_min,tags,popularity_score
R13D7,R13,Spicy Al Pastor Taco,3.65,7,"pork, quick, spicy, taco",0.84
R13D8,R13,Spicy Chips & Guacamole,7.1,8,"appetizer, dip, spicy, vegetarian",0.91
R13D9,R13,Spicy Carnitas Burrito,11.63,10,"beans, burrito, entree, rice, spicy",0.75
R13D10,R13,Spicy Quesadilla Suprema,10.1,11,"cheese, chicken, quick, spicy",0.99
R13D11,R13,Spicy Veggie Fajita Bowl,14.28,14,"entree, healthy, keto, spicy, vegan",0.65
R13D12,R13,Spicy Al Pastor Taco,2.65,8,"pork, quick, spicy, taco",0.91
R13D13,R13,Spicy Al Pastor Taco,2.73,6,"pork, quick, spicy, taco",0.7
R13D14,R13,Spicy Carnitas Burrito,13.23,12,"beans, burrito, entree, rice, spicy",0.64
R13D15,R13,Spicy Quesadilla Suprema,10.18,5,"cheese, chicken, quick, spicy",0.89
R13D16,R13,Spicy Veggie Fajita Bowl,15.9,11,"entree, healthy, keto, spicy, vegan",0.63
R13D17,R13,Spicy Quesadilla Suprema,10.18,13,"cheese, chicken, quick, spicy",0.82
R13D18,R13,Spicy Chips & Guacamole,7.84,10,"appetizer, dip, spicy, vegetarian",0.99
R13D19,R13,Spicy Veggie Fajita Bowl,14.23,12,"entree, healthy, keto, spicy, vegan",0.94
R13D20,R13,Spicy Veggie Fajita Bowl,14.98,16,"entree, healthy, keto, spicy, vegan",0.88
R14D1,R14,The Signature Burger,14.0,23,"burger, beef, entree",0.81
R14D2,R14,Mushroom Swiss Burger,15.5,15,"burger, cheese, classic",0.75
R14D3,R14,Classic Fries,5.0,8,"side, quick, comfort_food",0.66
R14D4,R14,Milkshake (Chocolate),7.0,8,"drink, dessert, sweet",0.92
R14D5,R14,Chicken Tenders,11.0,18,"fried, chicken, quick",0.64
R14D6,R14,The Signature Veggie Burger,14.38,16,"burger, entree, vegan",0.76
R14D7,R14,Spicy Classic Fries,4.91,11,"comfort_food, quick, side, spicy",0.64
R14D8,R14,Mushroom Swiss Veggie Burger,15.9,22,"burger, cheese, classic",0.87
R14D9,R14,Shrimp Tenders,10.93,10,"fried, quick, seafood",0.96
R14D10,R14,The Signature Veggie Burger,13.97,22,"burger, entree, vegan",0.65
R14D11,R14,The Signature Veggie Burger,14.79,13,"burger, entree, vegan",0.85
R14D12,R14,Spicy Classic Fries,4.03,5,"comfort_food, quick, side, spicy",0.9
R14D13,R14,Shrimp Tenders,9.58,16,"fried, quick, seafood",0.73
R14D14,R14,The Signature Veggie Burger,13.44,16,"burger, entree, vegan",0.89
R14D15,R14,Mushroom Swiss Veggie Burger,15.67,18,"burger, cheese, classic",0.67
R14D16,R14,Spicy Milkshake (Chocolate),5.63,3,"dessert, drink, spicy, sweet",0.8
R14D17,R14,Mushroom Swiss Veggie Burger,14.94,25,"burger, cheese, classic",0.88
R14D18,R14,Spicy Classic Fries,4.06,10,"comfort_food, quick, side, spicy",0.66
R14D19,R14,Spicy Milkshake (Chocolate),6.35,2,"dessert, drink, spicy, sweet",0.89
R14D20,R14,The Signature Veggie Burger,14.76,16,"burger, entree, vegan",0.97
R15D1,R15,Butter Chicken,19.5,30,"curry, chicken, creamy, sweet",0.63
R15D2,R15,Chicken Tikka Masala,18.99,21,"curry, spicy, chicken, entree",0.79
R15D3,R15,Garlic Naan,4.0,10,"bread, side, quick",0.93
R15D4,R15,Saag Paneer,16.5,17,"curry, vegetarian, spinach, cheese",0.63
R15D5,R15,Vegetable Samosas,6.0,8,"appetizer, fried, vegetarian",0.68
R15D6,R15,Spicy Saag Paneer,16.05,18,"cheese, curry, spicy, spinach, vegetarian",0.76
R15D7,R15,Butter Shrimp,18.25,24,"creamy, curry, seafood, sweet",0.61
R15D8,R15,Shrimp Tikka Masala,18.83,29,"curry, entree, seafood, spicy",0.63
R15D9,R15,Spicy Saag Paneer,15.11,20,"cheese, curry, spicy, spinach, vegetarian",0.77
R15D10,R15,Spicy Vegetable Samosas,5.08,12,"appetizer, fried, spicy, vegetarian",0.98
R15D11,R15,Butter Shrimp,20.53,26,"creamy, curry, seafood, sweet",0.99
R15D12,R15,Shrimp Tikka Masala,17.93,29,"curry, entree, seafood, spicy",0.63
R15D13,R15,Spicy Vegetable Samosas,4.85,5,"appetizer, fried, spicy, vegetarian",0.77
R15D14,R15,Butter Shrimp,18.25,28,"creamy, curry, seafood, sweet",0.62
R15D15,R15,Spicy Saag Paneer,17.79,24,"cheese, curry, spicy, spinach, vegetarian",0.87
R15D16,R15,Butter Shrimp,18.89,20,"creamy, curry, seafood, sweet",0.93
R15D17,R15,Spicy Saag Paneer,15.71,15,"cheese, curry, spicy, spinach, vegetarian",0.61
R15D18,R15,Butter Shrimp,19.52,23,"creamy, curry, seafood, sweet",0.74
R15D19,R15,Spicy Saag Paneer,15.55,20,"cheese, curry, spicy, spinach, vegetarian",0.83
R15D20,R15,Shrimp Tikka Masala,19.15,23,"curry, entree, seafood, spicy",0.79
R16D1,R16,General Tso's Chicken,14.99,13,"chinese, fried, sweet, spicy, entree",0.62
R16D2,R16,Shrimp Lo Mein,13.5,9,"chinese, noodles, seafood, quick",0.68
R16D3,R16,Beef with Broccoli,16.0,15,"chinese, beef, healthy, entree",0.65
R16D4,R16,Spring Rolls (Veg),5.5,13,"appetizer, fried, vegetarian",0.63
R16D5,R16,Pork Fried Rice,12.0,14,"rice, pork, quick",0.68
R16D6,R16,Spicy Spring Rolls (Veg),4.29,5,"appetizer, fried, spicy, vegetarian",0.81
R16D7,R16,Spicy Spring Rolls (Veg),4.73,9,"appetizer, fried, spicy, vegetarian",0.9
R16D8,R16,Spicy Spring Rolls (Veg),6.38,3,"appetizer, fried, spicy, vegetarian",0.97
R16D9,R16,Spicy Spring Rolls (Veg),6.71,8,"appetizer, fried, spicy, vegetarian",0.71
R16D10,R16,Spicy Beef with Broccoli,16.84,22,"beef, chinese, entree, healthy, spicy",0.68
R16D11,R16,Spicy Spring Rolls (Veg),5.05,3,"appetizer, fried, spicy, vegetarian",0.95
R16D12,R16,Spicy Beef with Broccoli,16.83,20,"beef, chinese, entree, healthy, spicy",0.82
R16D13,R16,General Tso's Shrimp,15.61,14,"chinese, entree, fried, spicy, sweet",0.86
R16D14,R16,Spicy Shrimp Lo Mein,14.36,14,"chinese, noodles, quick, seafood, spicy",0.82
R16D15,R16,Spicy Beef with Broccoli,17.2,22,"beef, chinese, entree, healthy, spicy",0.83
R16D16,R16,Spicy Beef with Broccoli,15.14,19,"beef, chinese, entree, healthy, spicy",0.95
R16D17,R16,Spicy Spring Rolls (Veg),5.82,5,"appetizer, fried, spicy, vegetarian",0.73
R16D18,R16,Spicy Pork Fried Rice,12.13,7,"pork, quick, rice, spicy",0.61
R16D19,R16,Spicy Shrimp Lo Mein,13.9,11,"chinese, noodles, quick, seafood, spicy",0.81
R16D20,R16,Spicy Beef with Broccoli,15.08,18,"beef, chinese, entree, healthy, spicy",0.61
R17D1,R17,Spicy Tuna Roll,11.0,7,"sushi, raw, spicy, tuna",0.9
R17D2,R17,Salmon Nigiri (2pc),7.5,0,"sushi, raw, salmon, quick",0.81
R17D3,R17,Tonkotsu Ramen,16.0,18,"noodles, soup, pork, rich",0.7
R17D4,R17,Gyoza (Pork Dumpling),8.0,7,"dumpling, appetizer, quick",0.94
R17D5,R17,California Roll,9.5,10,"sushi, cooked, crab, quick",0.76
R17D6,R17,Spicy Salmon Nigiri (2pc),8.59,2,"quick, raw, salmon, spicy, sushi",0.96
R17D7,R17,Spicy Tonkotsu Ramen,16.2,20,"noodles, pork, rich, soup, spicy",0.65
R17D8,R17,Spicy Spicy Tuna Roll,11.89,11,"raw, spicy, sushi, tuna",0.82
R17D9,R17,Spicy California Roll,9.3,15,"cooked, crab, quick, spicy, sushi",0.72
R17D10,R17,Spicy Gyoza (Pork Dumpling),9.34,14,"appetizer, dumpling, quick, spicy",0.88
R17D11,R17,Spicy California Roll,8.95,10,"cooked, crab, quick, spicy, sushi",0.78
R17D12,R17,Spicy Spicy Tuna Roll,11.63,12,"raw, spicy, sushi, tuna",0.65
R17D13,R17,Spicy Spicy Tuna Roll,10.27,6,"raw, spicy, sushi, tuna",0.9
R17D14,R17,Spicy Tonkotsu Ramen,14.51,20,"noodles, pork, rich, soup, spicy",0.9
R17D15,R17,Spicy Tonkotsu Ramen,16.75,22,"noodles, pork, rich, soup, spicy",0.67
R17D16,R17,Spicy Salmon Nigiri (2pc),6.51,7,"quick, raw, salmon, spicy, sushi",0.61
R17D17,R17,Spicy Tonkotsu Ramen,16.53,19,"noodles, pork, rich, soup, spicy",0.67
R17D18,R17,Spicy Spicy Tuna Roll,11.99,10,"raw, spicy, sushi, tuna",0.97
R17D19,R17,Spicy Gyoza (Pork Dumpling),8.29,5,"appetizer, dumpling, quick, spicy",0.85
R17D20,R17,Spicy Salmon Nigiri (2pc),7.51,7,"quick, raw, salmon, spicy, sushi",0.83
R18D1,R18,Chicken Gyro Sandwich,10.5,14,"mediterranean, sandwich, chicken, quick",0.91
R18D2,R18,Hummus with Pita,6.5,6,"dip, appetizer, vegan",0.94
R18D3,R18,Falafel Plate,14.0,13,"vegetarian, fried, chickpea, entree",0.92
R18D4,R18,Greek Salad,11.0,9,"salad, healthy, vegetarian",0.8
R18D5,R18,Lamb Kebab Plate,22.0,30,"meat, grilled, entree",0.62
R18D6,R18,Shrimp Gyro Sandwich,9.14,18,"mediterranean, quick, sandwich, seafood",0.61
R18D7,R18,Shrimp Gyro Sandwich,10.08,18,"mediterranean, quick, sandwich, seafood",0.61
R18D8,R18,Spicy Greek Salad,11.3,9,"healthy, salad, spicy, vegetarian",0.86
R18D9,R18,Spicy Hummus with Pita,5.26,3,"appetizer, dip, spicy, vegan",0.74
R18D10,R18,Spicy Falafel Plate,12.9,17,"chickpea, entree, fried, spicy, vegetarian",0.73
R18D11,R18,Shrimp Gyro Sandwich,10.4,18,"mediterranean, quick, sandwich, seafood",0.81
R18D12,R18,Shrimp Gyro Sandwich,9.29,13,"mediterranean, quick, sandwich, seafood",0.86
R18D13,R18,Shrimp Gyro Sandwich,10.92,12,"mediterranean, quick, sandwich, seafood",0.72
R18D14,R18,Spicy Greek Salad,12.07,13,"healthy, salad, spicy, vegetarian",0.78
R18D15,R18,Spicy Hummus with Pita,6.35,4,"appetizer, dip, spicy, vegan",0.77
R18D16,R18,Shrimp Gyro Sandwich,9.08,18,"mediterranean, quick, sandwich, seafood",0.86
R18D17,R18,Spicy Greek Salad,10.03,5,"healthy, salad, spicy, vegetarian",0.95
R18D18,R18,Spicy Lamb Kebab Plate,21.42,21,"entree, grilled, meat, spicy",0.84
R18D19,R18,Shrimp Gyro Sandwich,10.41,14,"mediterranean, quick, sandwich, seafood",0.9
R18D20,R18,Spicy Hummus with Pita,7.11,9,"appetizer, dip, spicy, vegan",0.83
R19D1,R19,Beef Pho,13.0,22,"vietnamese, soup, noodles, beef, healthy",0.74
R19D2,R19,Veggie Spring Rolls,8.0,13,"appetizer, vegan, quick, fresh",0.73
R19D3,R19,Bun Cha (Pork Noodle),15.5,17,"vietnamese, noodles, pork, grilled",0.78
R19D4,R19,Banh Mi (Chicken),9.0,12,"sandwich, quick, chicken",0.98
R19D5,R19,Vietnamese Iced Coffee,5.0,10,"drink, sweet, cold",0.71
R19D6,R19,Spicy Veggie Spring Rolls,6.6,9,"appetizer, fresh, quick, spicy, vegan",0.64
R19D7,R19,Spicy Veggie Spring Rolls,7.26,8,"appetizer, fresh, quick, spicy, vegan",0.6
R19D8,R19,Spicy Veggie Spring Rolls,7.78,8,"appetizer, fresh, quick, spicy, vegan",0.77
R19D9,R19,Spicy Bun Cha (Pork Noodle),14.78,27,"grilled, noodles, pork, spicy, vietnamese",0.71
R19D10,R19,Spicy Bun Cha (Pork Noodle),15.42,22,"grilled, noodles, pork, spicy, vietnamese",0.69
R19D11,R19,Banh Mi (Shrimp),10.39,6,"quick, sandwich, seafood",0.89
R19D12,R19,Spicy Vietnamese Iced Coffee,5.56,3,"cold, drink, spicy, sweet",0.72
R19D13,R19,Spicy Bun Cha (Pork Noodle),16.64,19,"grilled, noodles, pork, spicy, vietnamese",0.68
R19D14,R19,Spicy Beef Pho,13.25,18,"beef, healthy, noodles, soup, spicy, vietnamese",0.62
R19D15,R19,Spicy Beef Pho,14.08,20,"beef, healthy, noodles, soup, spicy, vietnamese",0.63
R19D16,R19,Spicy Veggie Spring Rolls,7.95,6,"appetizer, fresh, quick, spicy, vegan",0.89
R19D17,R19,Banh Mi (Shrimp),9.45,5,"quick, sandwich, seafood",0.98
R19D18,R19,Spicy Bun Cha (Pork Noodle),15.4,21,"grilled, noodles, pork, spicy, vietnamese",0.94
R19D19,R19,Spicy Beef Pho,14.07,18,"beef, healthy, noodles, soup, spicy, vietnamese",0.84
R19D20,R19,Banh Mi (Shrimp),9.77,9,"quick, sandwich, seafood",0.86
R20D1,R20,Tofu Veggie Bowl,14.0,5,"vegan, healthy, tofu, gluten-free",0.66
R20D2,R20,Beyond Meat Burger,16.0,15,"vegan, burger, plant_based, entree",0.69
R20D3,R20,Acai Smoothie,9.0,7,"drink, fruit, healthy, quick",0.64
R20D4,R20,Lentil Soup,8.0,11,"soup, vegan, healthy, comfort_food",0.78
R20D5,R20,Kale Caesar Salad (Vegan),12.0,13,"salad, vegan, healthy",0.64
R20D6,R20,Spicy Lentil Soup,7.49,9,"comfort_food, healthy, soup, spicy, vegan",0.7
R20D7,R20,Spicy Acai Smoothie,9.39,0,"drink, fruit, healthy, quick, spicy",0.61
R20D8,R20,Spicy Acai Smoothie,7.87,0,"drink, fruit, healthy, quick, spicy",0.87
R20D9,R20,Beyond Meat Veggie Burger,14.56,10,"burger, entree, plant_based, vegan",0.96
R20D10,R20,Spicy Lentil Soup,7.44,9,"comfort_food, healthy, soup, spicy, vegan",0.79
R20D11,R20,Spicy Tofu Veggie Bowl,13.23,13,"gluten-free, healthy, spicy, tofu, vegan",0.69
R20D12,R20,Spicy Acai Smoothie,9.33,9,"drink, fruit, healthy, quick, spicy",0.81
R20D13,R20,Spicy Acai Smoothie,8.82,8,"drink, fruit, healthy, quick, spicy",0.74
R20D14,R20,Spicy Lentil Soup,8.38,13,"comfort_food, healthy, soup, spicy, vegan",0.84
R20D15,R20,Spicy Acai Smoothie,9.82,1,"drink, fruit, healthy, quick, spicy",0.75
R20D16,R20,Spicy Lentil Soup,7.39,8,"comfort_food, healthy, soup, spicy, vegan",0.98
R20D17,R20,Beyond Meat Veggie Burger,16.45,17,"burger, entree, plant_based, vegan",0.74
R20D18,R20,Spicy Acai Smoothie,8.2,5,"drink, fruit, healthy, quick, spicy",0.62
R20D19,R20,Spicy Lentil Soup,9.3,9,"comfort_food, healthy, soup, spicy, vegan",0.76
R20D20,R20,Spicy Lentil Soup,6.89,5,"comfort_food, healthy, soup, spicy, vegan",0.88
R21D1,R21,Pad Thai,14.5,13,"noodles, peanut, sweet",0.61
R21D2,R21,Green Curry,16.5,26,"spicy, curry, coconut, vegan_option",0.69
R21D3,R21,Drunken Noodles,15.99,18,"spicy, noodles, chili",0.77
R21D4,R21,Tom Yum Soup,12.0,20,"soup, spicy, lemongrass, healthy",0.95
R21D5,R21,Mango Sticky Rice,8.0,10,"dessert, sweet, fruit",0.68
R21D6,R21,Spicy Mango Sticky Rice,6.76,0,"dessert, fruit, spicy, sweet",0.9
R21D7,R21,Spicy Drunken Noodles,15.52,20,"chili, noodles, spicy",0.64
R21D8,R21,Spicy Green Curry,15.49,22,"coconut, curry, spicy, vegan_option",0.63
R21D9,R21,Spicy Mango Sticky Rice,7.7,7,"dessert, fruit, spicy, sweet",0.7
R21D10,R21,Spicy Drunken Noodles,17.26,17,"chili, noodles, spicy",0.89
R21D11,R21,Spicy Pad Thai,14.68,21,"noodles, peanut, spicy, sweet",0.88
R21D12,R21,Spicy Pad Thai,14.39,23,"noodles, peanut, spicy, sweet",0.81
R21D13,R21,Spicy Green Curry,16.11,25,"coconut, curry, spicy, vegan_option",0.62
R21D14,R21,Spicy Drunken Noodles,17.35,15,"chili, noodles, spicy",0.97
R21D15,R21,Spicy Tom Yum Soup,12.02,14,"healthy, lemongrass, soup, spicy",0.87
R21D16,R21,Spicy Drunken Noodles,16.44,18,"chili, noodles, spicy",0.88
R21D17,R21,Spicy Tom Yum Soup,10.54,15,"healthy, lemongrass, soup, spicy",0.76
R21D18,R21,Spicy Green Curry,15.73,27,"coconut, curry, spicy, vegan_option",0.81
R21D19,R21,Spicy Drunken Noodles,14.96,19,"chili, noodles, spicy",0.86
R21D20,R21,Spicy Tom Yum Soup,13.16,19,"healthy, lemongrass, soup, spicy",0.61
R22D1,R22,Classic Margherita Pizza,19.99,30,"pizza, cheese, quick",0.63
R22D2,R22,Spaghetti Carbonara,18.0,24,"pasta, creamy, pork",0.64
R22D3,R22,Lasagna Bolognese,21.5,29,"pasta, beef, rich, entree",0.96
R22D4,R22,Tiramisu,9.0,0,"dessert, coffee, sweet",0.82
R22D5,R22,Garlic Knots,7.5,10,"bread, side, appetizer",0.6
R22D6,R22,Spicy Tiramisu,8.84,8,"coffee, dessert, spicy, sweet",0.98
R22D7,R22,Spicy Garlic Knots,6.11,7,"appetizer, bread, side, spicy",0.69
R22D8,R22,Spicy Spaghetti Carbonara,18.76,20,"creamy, pasta, pork, spicy",0.91
R22D9,R22,Spicy Lasagna Bolognese,23.0,28,"beef, entree, pasta, rich, spicy",0.88
R22D10,R22,Spicy Spaghetti Carbonara,18.97,23,"creamy, pasta, pork, spicy",0.8
R22D11,R22,Custom Classic Margherita Pizza,19.7,21,"cheese, custom, pizza, quick",0.73
R22D12,R22,Spicy Spaghetti Carbonara,19.26,16,"creamy, pasta, pork, spicy",0.97
R22D13,R22,Spicy Garlic Knots,8.68,8,"appetizer, bread, side, spicy",0.78
R22D14,R22,Spicy Lasagna Bolognese,20.33,33,"beef, entree, pasta, rich, spicy",0.9
R22D15,R22,Spicy Spaghetti Carbonara,18.8,24,"creamy, pasta, pork, spicy",0.76
R22D16,R22,Custom Classic Margherita Pizza,19.56,30,"cheese, custom, pizza, quick",0.71
R22D17,R22,Spicy Tiramisu,9.27,8,"coffee, dessert, spicy, sweet",0.91
R22D18,R22,Spicy Spaghetti Carbonara,17.34,16,"creamy, pasta, pork, spicy",0.63
R22D19,R22,Spicy Lasagna Bolognese,21.75,35,"beef, entree, pasta, rich, spicy",0.9
R22D20,R22,Spicy Lasagna Bolognese,20.01,32,"beef, entree, pasta, rich, spicy",0.71
R23D1,R23,Al Pastor Taco,4.0,7,"taco, quick, spicy, pork",0.86
R23D2,R23,Carnitas Burrito,12.0,8,"burrito, rice, beans, entree",0.85
R23D3,R23,Quesadilla Suprema,10.5,8,"cheese, chicken, quick",0.81
R23D4,R23,Chips & Guacamole,8.5,3,"appetizer, dip, vegetarian",0.84
R23D5,R23,Veggie Fajita Bowl,15.0,11,"healthy, vegan, keto, entree",0.67
R23D6,R23,Spicy Carnitas Burrito,11.97,11,"beans, burrito, entree, rice, spicy",0.67
R23D7,R23,Spicy Al Pastor Taco,4.58,3,"pork, quick, spicy, taco",0.89
R23D8,R23,Spicy Carnitas Burrito,11.73,17,"beans, burrito, entree, rice, spicy",0.69
R23D9,R23,Spicy Veggie Fajita Bowl,14.61,16,"entree, healthy, keto, spicy, vegan",0.67
R23D10,R23,Spicy Carnitas Burrito,11.81,9,"beans, burrito, entree, rice, spicy",0.94
R23D11,R23,Spicy Carnitas Burrito,11.36,9,"beans, burrito, entree, rice, spicy",0.62
R23D12,R23,Spicy Quesadilla Suprema,10.09,5,"cheese, chicken, quick, spicy",0.85
R23D13,R23,Spicy Chips & Guacamole,8.91,7,"appetizer, dip, spicy, vegetarian",0.63
R23D14,R23,Spicy Chips & Guacamole,9.0,2,"appetizer, dip, spicy, vegetarian",0.72
R23D15,R23,Spicy Carnitas Burrito,13.42,8,"beans, burrito, entree, rice, spicy",0.74
R23D16,R23,Spicy Chips & Guacamole,9.9,5,"appetizer, dip, spicy, vegetarian",0.85
R23D17,R23,Spicy Chips & Guacamole,9.03,5,"appetizer, dip, spicy, vegetarian",0.65
R23D18,R23,Spicy Veggie Fajita Bowl,15.09,16,"entree, healthy, keto, spicy, vegan",0.87
R23D19,R23,Spicy Carnitas Burrito,13.07,17,"beans, burrito, entree, rice, spicy",0.66
R23D20,R23,Spicy Veggie Fajita Bowl,15.06,20,"entree, healthy, keto, spicy, vegan",0.9
R24D1,R24,The Signature Burger,14.0,16,"burger, beef, entree",0.74
R24D2,R24,Mushroom Swiss Burger,15.5,22,"burger, cheese, classic",0.6
R24D3,R24,Classic Fries,5.0,15,"side, quick, comfort_food",0.96
R24D4,R24,Milkshake (Chocolate),7.0,3,"drink, dessert, sweet",0.97
R24D5,R24,Chicken Tenders,11.0,15,"fried, chicken, quick",0.8
R24D6,R24,The Signature Veggie Burger,15.44,13,"burger, entree, vegan",0.96
R24D7,R24,Spicy Classic Fries,5.71,14,"comfort_food, quick, side, spicy",0.83
R24D8,R24,Mushroom Swiss Veggie Burger,14.65,21,"burger, cheese, classic",0.68
R24D9,R24,Spicy Classic Fries,4.45,9,"comfort_food, quick, side, spicy",0.8
R24D10,R24,The Signature Veggie Burger,13.45,15,"burger, entree, vegan",0.82
R24D11,R24,Spicy Milkshake (Chocolate),8.2,9,"dessert, drink, spicy, sweet",0.88
R24D12,R24,Shrimp Tenders,10.42,19,"fried, quick, seafood",0.71
R24D13,R24,The Signature Veggie Burger,12.71,15,"burger, entree, vegan",0.93
R24D14,R24,Spicy Milkshake (Chocolate),7.58,6,"dessert, drink, spicy, sweet",0.65
R24D15,R24,Spicy Classic Fries,5.97,7,"comfort_food, quick, side, spicy",0.86
R24D16,R24,Spicy Milkshake (Chocolate),7.9,0,"dessert, drink, spicy, sweet",0.94
R24D17,R24,The Signature Veggie Burger,13.9,16,"burger, entree, vegan",0.85
R24D18,R24,The Signature Veggie Burger,12.82,21,"burger, entree, vegan",0.75
R24D19,R24,Spicy Milkshake (Chocolate),7.86,10,"dessert, drink, spicy, sweet",0.75
R24D20,R24,Spicy Classic Fries,4.95,11,"comfort_food, quick, side, spicy",0.72
R25D1,R25,Butter Chicken,19.5,28,"curry, chicken, creamy, sweet",0.66
R25D2,R25,Chicken Tikka Masala,18.99,30,"curry, spicy, chicken, entree",0.63
R25D3,R25,Garlic Naan,4.0,13,"bread, side, quick",0.69
R25D4,R25,Saag Paneer,16.5,18,"curry, vegetarian, spinach, cheese",0.74
