dish_id,restaurant_id,dish_name,price,prep_time_min,tags,popularity_score
R37D5,R37,California Roll,9.5,15,"sushi, cooked, crab, quick",0.94
R37D6,R37,Spicy Spicy Tuna Roll,11.18,13,"raw, spicy, sushi, tuna",0.82
R37D7,R37,Spicy Salmon Nigiri (2pc),8.53,7,"quick, raw, salmon, spicy, sushi",0.67
R37D8,R37,Spicy Gyoza (Pork Dumpling),8.89,11,"appetizer, dumpling, quick, spicy",0.92
R37D9,R37,Spicy Spicy Tuna Roll,11.79,13,"raw, spicy, sushi, tuna",0.83
R37D10,R37,Spicy Salmon Nigiri (2pc),7.82,10,"quick, raw, salmon, spicy, sushi",0.74
R37D11,R37,Spicy Spicy Tuna Roll,9.62,5,"raw, spicy, sushi, tuna",0.65
R37D12,R37,Spicy Gyoza (Pork Dumpling),8.72,6,"appetizer, dumpling, quick, spicy",0.64
R37D13,R37,Spicy Tonkotsu Ramen,16.66,25,"noodles, pork, rich, soup, spicy",0.88
R37D14,R37,Spicy Spicy Tuna Roll,12.38,10,"raw, spicy, sushi, tuna",0.64
R37D15,R37,Spicy Gyoza (Pork Dumpling),7.11,5,"appetizer, dumpling, quick, spicy",0.72
R37D16,R37,Spicy Tonkotsu Ramen,16.03,19,"noodles, pork, rich, soup, spicy",0.78
R37D17,R37,Spicy Tonkotsu Ramen,15.45,20,"noodles, pork, rich, soup, spicy",0.63
R37D18,R37,Spicy Gyoza (Pork Dumpling),6.73,5,"appetizer, dumpling, quick, spicy",0.82
R37D19,R37,Spicy Tonkotsu Ramen,14.77,19,"noodles, pork, rich, soup, spicy",0.95
R37D20,R37,Spicy Salmon Nigiri (2pc),7.61,5,"quick, raw, salmon, spicy, sushi",0.75
R38D1,R38,Chicken Gyro Sandwich,10.5,11,"mediterranean, sandwich, chicken, quick",0.86
R38D2,R38,Hummus with Pita,6.5,7,"dip, appetizer, vegan",0.93
R38D3,R38,Falafel Plate,14.0,21,"vegetarian, fried, chickpea, entree",0.94
R38D4,R38,Greek Salad,11.0,14,"salad, healthy, vegetarian",0.73
R38D5,R38,Lamb Kebab Plate,22.0,25,"meat, grilled, entree",0.8
R38D6,R38,Shrimp Gyro Sandwich,11.27,18,"mediterranean, quick, sandwich, seafood",0.63
R38D7,R38,Spicy Greek Salad,11.68,13,"healthy, salad, spicy, vegetarian",0.71
R38D8,R38,Spicy Hummus with Pita,7.17,6,"appetizer, dip, spicy, vegan",0.95
R38D9,R38,Spicy Hummus with Pita,5.74,9,"appetizer, dip, spicy, vegan",0.84
R38D10,R38,Spicy Greek Salad,12.09,12,"healthy, salad, spicy, vegetarian",0.89
R38D11,R38,Spicy Hummus with Pita,7.7,6,"appetizer, dip, spicy, vegan",0.72
R38D12,R38,Spicy Lamb Kebab Plate,22.45,21,"entree, grilled, meat, spicy",0.67
R38D13,R38,Spicy Hummus with Pita,6.74,6,"appetizer, dip, spicy, vegan",0.67
R38D14,R38,Spicy Lamb Kebab Plate,20.55,21,"entree, grilled, meat, spicy",0.87
R38D15,R38,Spicy Hummus with Pita,7.45,10,"appetizer, dip, spicy, vegan",0.85
R38D16,R38,Shrimp Gyro Sandwich,10.58,20,"mediterranean, quick, sandwich, seafood",0.85
R38D17,R38,Spicy Greek Salad,12.45,5,"healthy, salad, spicy, vegetarian",0.88
R38D18,R38,Spicy Falafel Plate,14.61,13,"chickpea, entree, fried, spicy, vegetarian",0.68
R38D19,R38,Shrimp Gyro Sandwich,9.55,11,"mediterranean, quick, sandwich, seafood",0.78
R38D20,R38,Spicy Greek Salad,11.85,9,"healthy, salad, spicy, vegetarian",0.95
R39D1,R39,Beef Pho,13.0,21,"vietnamese, soup, noodles, beef, healthy",0.76
R39D2,R39,Veggie Spring Rolls,8.0,11,"appetizer, vegan, quick, fresh",0.72
R39D3,R39,Bun Cha (Pork Noodle),15.5,23,"vietnamese, noodles, pork, grilled",0.91
R39D4,R39,Banh Mi (Chicken),9.0,10,"sandwich, quick, chicken",0.83
R39D5,R39,Vietnamese Iced Coffee,5.0,4,"drink, sweet, cold",0.84
R39D6,R39,Spicy Beef Pho,13.42,25,"beef, healthy, noodles, soup, spicy, vietnamese",0.78
R39D7,R39,Banh Mi (Shrimp),9.86,13,"quick, sandwich, seafood",0.93
R39D8,R39,Spicy Beef Pho,11.72,23,"beef, healthy, noodles, soup, spicy, vietnamese",0.92
R39D9,R39,Spicy Veggie Spring Rolls,9.08,13,"appetizer, fresh, quick, spicy, vegan",0.9
R39D10,R39,Spicy Veggie Spring Rolls,7.72,7,"appetizer, fresh, quick, spicy, vegan",0.86
R39D11,R39,Spicy Bun Cha (Pork Noodle),16.55,23,"grilled, noodles, pork, spicy, vietnamese",0.84
R39D12,R39,Spicy Vietnamese Iced Coffee,4.71,10,"cold, drink, spicy, sweet",0.75
R39D13,R39,Spicy Bun Cha (Pork Noodle),14.58,19,"grilled, noodles, pork, spicy, vietnamese",0.68
R39D14,R39,Banh Mi (Shrimp),9.83,10,"quick, sandwich, seafood",0.97
R39D15,R39,Spicy Bun Cha (Pork Noodle),16.68,25,"grilled, noodles, pork, spicy, vietnamese",0.86
R39D16,R39,Spicy Vietnamese Iced Coffee,4.55,10,"cold, drink, spicy, sweet",0.81
R39D17,R39,Spicy Vietnamese Iced Coffee,4.71,6,"cold, drink, spicy, sweet",0.88
R39D18,R39,Spicy Bun Cha (Pork Noodle),14.7,27,"grilled, noodles, pork, spicy, vietnamese",0.82
R39D19,R39,Spicy Beef Pho,13.39,22,"beef, healthy, noodles, soup, spicy, vietnamese",0.64
R39D20,R39,Banh Mi (Shrimp),9.07,14,"quick, sandwich, seafood",0.74
R40D1,R40,Tofu Veggie Bowl,14.0,6,"vegan, healthy, tofu, gluten-free",0.62
R40D2,R40,Beyond Meat Burger,16.0,18,"vegan, burger, plant_based, entree",0.95
R40D3,R40,Acai Smoothie,9.0,9,"drink, fruit, healthy, quick",0.67
R40D4,R40,Lentil Soup,8.0,9,"soup, vegan, healthy, comfort_food",0.82
R40D5,R40,Kale Caesar Salad (Vegan),12.0,14,"salad, vegan, healthy",0.67
R40D6,R40,Spicy Tofu Veggie Bowl,13.03,7,"gluten-free, healthy, spicy, tofu, vegan",0.97
R40D7,R40,Spicy Acai Smoothie,9.94,2,"drink, fruit, healthy, quick, spicy",0.96
R40D8,R40,Spicy Acai Smoothie,7.95,9,"drink, fruit, healthy, quick, spicy",0.9
R40D9,R40,Spicy Acai Smoothie,9.16,7,"drink, fruit, healthy, quick, spicy",0.91
R40D10,R40,Spicy Lentil Soup,6.89,10,"comfort_food, healthy, soup, spicy, vegan",0.9
R40D11,R40,Spicy Lentil Soup,8.84,13,"comfort_food, healthy, soup, spicy, vegan",0.78
R40D12,R40,Spicy Lentil Soup,6.88,5,"comfort_food, healthy, soup, spicy, vegan",0.93
R40D13,R40,Spicy Acai Smoothie,8.45,1,"drink, fruit, healthy, quick, spicy",0.96
R40D14,R40,Spicy Tofu Veggie Bowl,12.78,15,"gluten-free, healthy, spicy, tofu, vegan",0.88
R40D15,R40,Beyond Meat Veggie Burger,16.77,18,"burger, entree, plant_based, vegan",0.83
R40D16,R40,Spicy Lentil Soup,6.81,14,"comfort_food, healthy, soup, spicy, vegan",0.95
R40D17,R40,Spicy Kale Caesar Salad (Vegan),13.04,13,"healthy, salad, spicy, vegan",0.79
R40D18,R40,Spicy Acai Smoothie,8.12,8,"drink, fruit, healthy, quick, spicy",0.75
R40D19,R40,Spicy Lentil Soup,7.45,15,"comfort_food, healthy, soup, spicy, vegan",0.7
R40D20,R40,Spicy Tofu Veggie Bowl,15.05,10,"gluten-free, healthy, spicy, tofu, vegan",0.74
R41D1,R41,Pad Thai,14.5,20,"noodles, peanut, sweet",0.9
R41D2,R41,Green Curry,16.5,29,"spicy, curry, coconut, vegan_option",0.68
R41D3,R41,Drunken Noodles,15.99,16,"spicy, noodles, chili",0.89
R41D4,R41,Tom Yum Soup,12.0,20,"soup, spicy, lemongrass, healthy",0.96
R41D5,R41,Mango Sticky Rice,8.0,3,"dessert, sweet, fruit",0.95
R41D6,R41,Spicy Green Curry,16.84,30,"coconut, curry, spicy, vegan_option",0.74
R41D7,R41,Spicy Green Curry,16.1,25,"coconut, curry, spicy, vegan_option",0.65
R41D8,R41,Spicy Green Curry,17.97,23,"coconut, curry, spicy, vegan_option",0.85
R41D9,R41,Spicy Green Curry,16.82,28,"coconut, curry, spicy, vegan_option",0.76
R41D10,R41,Spicy Pad Thai,14.1,13,"noodles, peanut, spicy, sweet",0.87
R41D11,R41,Spicy Green Curry,15.7,21,"coconut, curry, spicy, vegan_option",0.83
R41D12,R41,Spicy Pad Thai,13.06,23,"noodles, peanut, spicy, sweet",0.94
R41D13,R41,Spicy Mango Sticky Rice,9.38,1,"dessert, fruit, spicy, sweet",0.63
R41D14,R41,Spicy Pad Thai,13.13,17,"noodles, peanut, spicy, sweet",0.7
R41D15,R41,Spicy Tom Yum Soup,11.36,13,"healthy, lemongrass, soup, spicy",0.67
R41D16,R41,Spicy Green Curry,15.4,27,"coconut, curry, spicy, vegan_option",0.65
R41D17,R41,Spicy Green Curry,16.78,30,"coconut, curry, spicy, vegan_option",0.91
R41D18,R41,Spicy Green Curry,16.58,29,"coconut, curry, spicy, vegan_option",0.84
R41D19,R41,Spicy Pad Thai,13.01,14,"noodles, peanut, spicy, sweet",0.97
R41D20,R41,Spicy Tom Yum Soup,13.44,11,"healthy, lemongrass, soup, spicy",0.7
R42D1,R42,Classic Margherita Pizza,19.99,22,"pizza, cheese, quick",0.95
R42D2,R42,Spaghetti Carbonara,18.0,18,"pasta, creamy, pork",0.6
R42D3,R42,Lasagna Bolognese,21.5,27,"pasta, beef, rich, entree",0.87
R42D4,R42,Tiramisu,9.0,9,"dessert, coffee, sweet",0.88
R42D5,R42,Garlic Knots,7.5,13,"bread, side, appetizer",0.77
R42D6,R42,Spicy Garlic Knots,8.93,14,"appetizer, bread, side, spicy",0.63
R42D7,R42,Spicy Spaghetti Carbonara,16.96,18,"creamy, pasta, pork, spicy",0.79
R42D8,R42,Custom Classic Margherita Pizza,20.52,29,"cheese, custom, pizza, quick",0.66
R42D9,R42,Spicy Lasagna Bolognese,21.38,33,"beef, entree, pasta, rich, spicy",0.81
R42D10,R42,Spicy Garlic Knots,6.01,10,"appetizer, bread, side, spicy",0.89
R42D11,R42,Spicy Tiramisu,8.85,7,"coffee, dessert, spicy, sweet",0.65
R42D12,R42,Spicy Garlic Knots,8.36,14,"appetizer, bread, side, spicy",0.68
R42D13,R42,Spicy Garlic Knots,6.09,12,"appetizer, bread, side, spicy",0.95
R42D14,R42,Spicy Garlic Knots,6.94,11,"appetizer, bread, side, spicy",0.62
R42D15,R42,Spicy Spaghetti Carbonara,18.02,17,"creamy, pasta, pork, spicy",0.68
R42D16,R42,Spicy Lasagna Bolognese,21.01,29,"beef, entree, pasta, rich, spicy",0.94
R42D17,R42,Custom Classic Margherita Pizza,20.11,29,"cheese, custom, pizza, quick",0.89
R42D18,R42,Spicy Garlic Knots,7.0,5,"appetizer, bread, side, spicy",0.93
R42D19,R42,Spicy Garlic Knots,6.19,10,"appetizer, bread, side, spicy",0.78
R42D20,R42,Spicy Lasagna Bolognese,20.55,34,"beef, entree, pasta, rich, spicy",0.88
R43D1,R43,Al Pastor Taco,4.0,6,"taco, quick, spicy, pork",0.85
R43D2,R43,Carnitas Burrito,12.0,14,"burrito, rice, beans, entree",0.65
R43D3,R43,Quesadilla Suprema,10.5,11,"cheese, chicken, quick",0.61
R43D4,R43,Chips & Guacamole,8.5,4,"appetizer, dip, vegetarian",0.68
R43D5,R43,Veggie Fajita Bowl,15.0,19,"healthy, vegan, keto, entree",0.99
R43D6,R43,Spicy Carnitas Burrito,10.58,11,"beans, burrito, entree, rice, spicy",0.71
R43D7,R43,Spicy Al Pastor Taco,4.09,9,"pork, quick, spicy, taco",0.79
R43D8,R43,Spicy Quesadilla Suprema,10.26,13,"cheese, chicken, quick, spicy",0.83
R43D9,R43,Spicy Al Pastor Taco,5.14,5,"pork, quick, spicy, taco",0.84
R43D10,R43,Spicy Al Pastor Taco,4.98,13,"pork, quick, spicy, taco",0.9
R43D11,R43,Spicy Veggie Fajita Bowl,14.94,17,"entree, healthy, keto, spicy, vegan",0.86
R43D12,R43,Spicy Veggie Fajita Bowl,16.38,18,"entree, healthy, keto, spicy, vegan",0.96
R43D13,R43,Spicy Quesadilla Suprema,9.84,15,"cheese, chicken, quick, spicy",0.64
R43D14,R43,Spicy Veggie Fajita Bowl,15.98,15,"entree, healthy, keto, spicy, vegan",0.82
R43D15,R43,Spicy Al Pastor Taco,4.55,4,"pork, quick, spicy, taco",0.88
R43D16,R43,Spicy Quesadilla Suprema,10.36,12,"cheese, chicken, quick, spicy",0.88
R43D17,R43,Spicy Carnitas Burrito,10.62,7,"beans, burrito, entree, rice, spicy",0.9
R43D18,R43,Spicy Al Pastor Taco,2.93,10,"pork, quick, spicy, taco",0.9
R43D19,R43,Spicy Chips & Guacamole,7.69,0,"appetizer, dip, spicy, vegetarian",0.77
R43D20,R43,Spicy Carnitas Burrito,12.71,15,"beans, burrito, entree, rice, spicy",0.7
R44D1,R44,The Signature Burger,14.0,21,"burger, beef, entree",0.63
R44D2,R44,Mushroom Swiss Burger,15.5,23,"burger, cheese, classic",0.86
R44D3,R44,Classic Fries,5.0,13,"side, quick, comfort_food",0.96
R44D4,R44,Milkshake (Chocolate),7.0,1,"drink, dessert, sweet",0.69
R44D5,R44,Chicken Tenders,11.0,20,"fried, chicken, quick",0.67
R44D6,R44,Spicy Classic Fries,6.24,6,"comfort_food, quick, side, spicy",0.92
R44D7,R44,Shrimp Tenders,12.43,12,"fried, quick, seafood",0.79
R44D8,R44,The Signature Veggie Burger,14.85,19,"burger, entree, vegan",0.72
R44D9,R44,Spicy Classic Fries,4.7,15,"comfort_food, quick, side, spicy",0.65
R44D10,R44,Spicy Classic Fries,4.4,6,"comfort_food, quick, side, spicy",0.78
R44D11,R44,Shrimp Tenders,10.18,17,"fried, quick, seafood",0.76
R44D12,R44,Shrimp Tenders,10.4,10,"fried, quick, seafood",0.86
R44D13,R44,Mushroom Swiss Veggie Burger,14.49,22,"burger, cheese, classic",0.68
R44D14,R44,Shrimp Tenders,11.79,15,"fried, quick, seafood",0.97
R44D15,R44,Spicy Classic Fries,4.3,10,"comfort_food, quick, side, spicy",0.6
R44D16,R44,The Signature Veggie Burger,14.33,14,"burger, entree, vegan",0.8
R44D17,R44,The Signature Veggie Burger,13.5,17,"burger, entree, vegan",0.9
R44D18,R44,Spicy Milkshake (Chocolate),6.93,8,"dessert, drink, spicy, sweet",0.61
R44D19,R44,The Signature Veggie Burger,13.67,19,"burger, entree, vegan",0.86
R44D20,R44,The Signature Veggie Burger,12.75,23,"burger, entree, vegan",0.73
R45D1,R45,Butter Chicken,19.5,29,"curry, chicken, creamy, sweet",0.97
R45D2,R45,Chicken Tikka Masala,18.99,20,"curry, spicy, chicken, entree",0.61
R45D3,R45,Garlic Naan,4.0,11,"bread, side, quick",0.75
R45D4,R45,Saag Paneer,16.5,24,"curry, vegetarian, spinach, cheese",0.82
R45D5,R45,Vegetable Samosas,6.0,15,"appetizer, fried, vegetarian",0.89
R45D6,R45,Shrimp Tikka Masala,18.97,26,"curry, entree, seafood, spicy",0.86
R45D7,R45,Spicy Vegetable Samosas,4.95,14,"appetizer, fried, spicy, vegetarian",0.64
R45D8,R45,Spicy Garlic Naan,4.31,9,"bread, quick, side, spicy",0.62
R45D9,R45,Shrimp Tikka Masala,20.29,29,"curry, entree, seafood, spicy",0.67
R45D10,R45,Spicy Vegetable Samosas,7.15,12,"appetizer, fried, spicy, vegetarian",0.92
R45D11,R45,Shrimp Tikka Masala,19.55,27,"curry, entree, seafood, spicy",0.89
R45D12,R45,Butter Shrimp,18.06,28,"creamy, curry, seafood, sweet",0.67
R45D13,R45,Spicy Saag Paneer,16.08,17,"cheese, curry, spicy, spinach, vegetarian",0.82
R45D14,R45,Spicy Vegetable Samosas,6.43,10,"appetizer, fried, spicy, vegetarian",0.66
R45D15,R45,Spicy Garlic Naan,4.69,6,"bread, quick, side, spicy",0.87
R45D16,R45,Butter Shrimp,18.51,26,"creamy, curry, seafood, sweet",0.89
R45D17,R45,Spicy Garlic Naan,3.31,3,"bread, quick, side, spicy",0.97
R45D18,R45,Spicy Saag Paneer,16.33,23,"cheese, curry, spicy, spinach, vegetarian",0.71
R45D19,R45,Spicy Garlic Naan,4.11,10,"bread, quick, side, spicy",0.8
R45D20,R45,Shrimp Tikka Masala,18.32,29,"curry, entree, seafood, spicy",0.66
R46D1,R46,General Tso's Chicken,14.99,19,"chinese, fried, sweet, spicy, entree",0.67
R46D2,R46,Shrimp Lo Mein,13.5,12,"chinese, noodles, seafood, quick",0.91
R46D3,R46,Beef with Broccoli,16.0,15,"chinese, beef, healthy, entree",0.81
R46D4,R46,Spring Rolls (Veg),5.5,10,"appetizer, fried, vegetarian",0.77
R46D5,R46,Pork Fried Rice,12.0,10,"rice, pork, quick",0.77
R46D6,R46,Spicy Shrimp Lo Mein,12.42,17,"chinese, noodles, quick, seafood, spicy",0.76
R46D7,R46,Spicy Spring Rolls (Veg),6.72,12,"appetizer, fried, spicy, vegetarian",0.94
R46D8,R46,Spicy Shrimp Lo Mein,14.64,10,"chinese, noodles, quick, seafood, spicy",0.74
R46D9,R46,Spicy Beef with Broccoli,17.14,17,"beef, chinese, entree, healthy, spicy",0.68
R46D10,R46,Spicy Pork Fried Rice,11.29,12,"pork, quick, rice, spicy",0.97
R46D11,R46,Spicy Spring Rolls (Veg),6.18,10,"appetizer, fried, spicy, vegetarian",0.91
R46D12,R46,Spicy Pork Fried Rice,11.92,10,"pork, quick, rice, spicy",0.69
R46D13,R46,General Tso's Shrimp,14.37,15,"chinese, entree, fried, spicy, sweet",0.74
R46D14,R46,General Tso's Shrimp,16.12,11,"chinese, entree, fried, spicy, sweet",0.83
R46D15,R46,Spicy Pork Fried Rice,10.92,9,"pork, quick, rice, spicy",0.79
R46D16,R46,Spicy Pork Fried Rice,11.37,8,"pork, quick, rice, spicy",0.94
R46D17,R46,Spicy Beef with Broccoli,14.68,16,"beef, chinese, entree, healthy, spicy",0.74
R46D18,R46,Spicy Pork Fried Rice,12.92,5,"pork, quick, rice, spicy",0.85
R46D19,R46,Spicy Beef with Broccoli,14.89,18,"beef, chinese, entree, healthy, spicy",0.85
R46D20,R46,General Tso's Shrimp,14.06,16,"chinese, entree, fried, spicy, sweet",0.67
R47D1,R47,Spicy Tuna Roll,11.0,13,"sushi, raw, spicy, tuna",0.69
R47D2,R47,Salmon Nigiri (2pc),7.5,3,"sushi, raw, salmon, quick",0.84
R47D3,R47,Tonkotsu Ramen,16.0,18,"noodles, soup, pork, rich",0.94
R47D4,R47,Gyoza (Pork Dumpling),8.0,8,"dumpling, appetizer, quick",0.67
R47D5,R47,California Roll,9.5,9,"sushi, cooked, crab, quick",0.68
R47D6,R47,Spicy Gyoza (Pork Dumpling),7.62,5,"appetizer, dumpling, quick, spicy",0.91
R47D7,R47,Spicy Tonkotsu Ramen,15.5,15,"noodles, pork, rich, soup, spicy",0.64
R47D8,R47,Spicy Tonkotsu Ramen,14.73,25,"noodles, pork, rich, soup, spicy",0.92
R47D9,R47,Spicy Salmon Nigiri (2pc),7.88,6,"quick, raw, salmon, spicy, sushi",0.61
R47D10,R47,Spicy Salmon Nigiri (2pc),6.32,5,"quick, raw, salmon, spicy, sushi",0.67
R47D11,R47,Spicy Gyoza (Pork Dumpling),7.19,14,"appetizer, dumpling, quick, spicy",0.99
R47D12,R47,Spicy California Roll,10.47,8,"cooked, crab, quick, spicy, sushi",0.71
R47D13,R47,Spicy Tonkotsu Ramen,16.93,15,"noodles, pork, rich, soup, spicy",0.95
R47D14,R47,Spicy Gyoza (Pork Dumpling),8.99,15,"appetizer, dumpling, quick, spicy",0.71
R47D15,R47,Spicy Gyoza (Pork Dumpling),7.39,9,"appetizer, dumpling, quick, spicy",0.66
R47D16,R47,Spicy Salmon Nigiri (2pc),7.33,6,"quick, raw, salmon, spicy, sushi",0.92
R47D17,R47,Spicy Tonkotsu Ramen,14.69,19,"noodles, pork, rich, soup, spicy",0.61
R47D18,R47,Spicy Tonkotsu Ramen,17.44,20,"noodles, pork, rich, soup, spicy",0.92
R47D19,R47,Spicy Gyoza (Pork Dumpling),7.1,7,"appetizer, dumpling, quick, spicy",0.79
R47D20,R47,Spicy Gyoza (Pork Dumpling),6.99,14,"appetizer, dumpling, quick, spicy",0.99
R48D1,R48,Chicken Gyro Sandwich,10.5,12,"mediterranean, sandwich, chicken, quick",0.92
R48D2,R48,Hummus with Pita,6.5,3,"dip, appetizer, vegan",0.67
R48D3,R48,Falafel Plate,14.0,20,"vegetarian, fried, chickpea, entree",0.69
R48D4,R48,Greek Salad,11.0,9,"salad, healthy, vegetarian",0.88
R48D5,R48,Lamb Kebab Plate,22.0,21,"meat, grilled, entree",0.91
R48D6,R48,Spicy Lamb Kebab Plate,21.46,21,"entree, grilled, meat, spicy",0.99
R48D7,R48,Spicy Hummus with Pita,7.48,0,"appetizer, dip, spicy, vegan",0.9
R48D8,R48,Spicy Lamb Kebab Plate,21.82,28,"entree, grilled, meat, spicy",0.94
R48D9,R48,Spicy Lamb Kebab Plate,22.81,28,"entree, grilled, meat, spicy",0.95
R48D10,R48,Spicy Hummus with Pita,7.76,10,"appetizer, dip, spicy, vegan",0.84
R48D11,R48,Spicy Hummus with Pita,6.94,0,"appetizer, dip, spicy, vegan",0.92
R48D12,R48,Spicy Lamb Kebab Plate,21.08,28,"entree, grilled, meat, spicy",0.95
R48D13,R48,Shrimp Gyro Sandwich,9.51,15,"mediterranean, quick, sandwich, seafood",0.91
R48D14,R48,Spicy Greek Salad,10.96,12,"healthy, salad, spicy, vegetarian",0.6
R48D15,R48,Shrimp Gyro Sandwich,9.31,10,"mediterranean, quick, sandwich, seafood",0.69
R48D16,R48,Spicy Greek Salad,9.64,14,"healthy, salad, spicy, vegetarian",0.98
R48D17,R48,Spicy Hummus with Pita,7.62,8,"appetizer, dip, spicy, vegan",0.61
R48D18,R48,Shrimp Gyro Sandwich,9.01,14,"mediterranean, quick, sandwich, seafood",0.87
R48D19,R48,Spicy Greek Salad,10.13,5,"healthy, salad, spicy, vegetarian",0.89
R48D20,R48,Spicy Lamb Kebab Plate,23.43,22,"entree, grilled, meat, spicy",0.78
R49D1,R49,Beef Pho,13.0,18,"vietnamese, soup, noodles, beef, healthy",0.68
R49D2,R49,Veggie Spring Rolls,8.0,9,"appetizer, vegan, quick, fresh",0.86
R49D3,R49,Bun Cha (Pork Noodle),15.5,20,"vietnamese, noodles, pork, grilled",0.75
