dish_id,restaurant_id,dish_name,price,prep_time_min,tags,popularity_score
R49D4,R49,Banh Mi (Chicken),9.0,14,"sandwich, quick, chicken",0.83
R49D5,R49,Vietnamese Iced Coffee,5.0,2,"drink, sweet, cold",0.89
R49D6,R49,Spicy Veggie Spring Rolls,8.2,14,"appetizer, fresh, quick, spicy, vegan",0.86
R49D7,R49,Spicy Beef Pho,11.55,22,"beef, healthy, noodles, soup, spicy, vietnamese",0.69
R49D8,R49,Spicy Bun Cha (Pork Noodle),14.39,25,"grilled, noodles, pork, spicy, vietnamese",0.79
R49D9,R49,Spicy Bun Cha (Pork Noodle),15.56,25,"grilled, noodles, pork, spicy, vietnamese",0.79
R49D10,R49,Spicy Veggie Spring Rolls,8.46,12,"appetizer, fresh, quick, spicy, vegan",0.63
R49D11,R49,Spicy Beef Pho,14.26,22,"beef, healthy, noodles, soup, spicy, vietnamese",0.8
R49D12,R49,Banh Mi (Shrimp),9.39,8,"quick, sandwich, seafood",0.92
R49D13,R49,Spicy Beef Pho,11.84,17,"beef, healthy, noodles, soup, spicy, vietnamese",0.63
R49D14,R49,Spicy Vietnamese Iced Coffee,5.12,10,"cold, drink, spicy, sweet",0.91
R49D15,R49,Spicy Veggie Spring Rolls,6.86,15,"appetizer, fresh, quick, spicy, vegan",0.65
R49D16,R49,Spicy Beef Pho,12.86,15,"beef, healthy, noodles, soup, spicy, vietnamese",0.85
R49D17,R49,Spicy Vietnamese Iced Coffee,6.47,2,"cold, drink, spicy, sweet",0.76
R49D18,R49,Banh Mi (Shrimp),9.42,8,"quick, sandwich, seafood",0.88
R49D19,R49,Spicy Vietnamese Iced Coffee,3.87,2,"cold, drink, spicy, sweet",0.71
R49D20,R49,Spicy Bun Cha (Pork Noodle),15.63,27,"grilled, noodles, pork, spicy, vietnamese",0.75
R50D1,R50,Tofu Veggie Bowl,14.0,10,"vegan, healthy, tofu, gluten-free",0.7
R50D2,R50,Beyond Meat Burger,16.0,14,"vegan, burger, plant_based, entree",0.79
R50D3,R50,Acai Smoothie,9.0,7,"drink, fruit, healthy, quick",0.81
R50D4,R50,Lentil Soup,8.0,14,"soup, vegan, healthy, comfort_food",0.64
R50D5,R50,Kale Caesar Salad (Vegan),12.0,15,"salad, vegan, healthy",0.88
R50D6,R50,Spicy Acai Smoothie,8.46,9,"drink, fruit, healthy, quick, spicy",0.62
R50D7,R50,Spicy Kale Caesar Salad (Vegan),11.76,14,"healthy, salad, spicy, vegan",0.79
R50D8,R50,Spicy Kale Caesar Salad (Vegan),11.16,11,"healthy, salad, spicy, vegan",0.92
R50D9,R50,Spicy Acai Smoothie,9.87,1,"drink, fruit, healthy, quick, spicy",0.86
R50D10,R50,Beyond Meat Veggie Burger,15.72,19,"burger, entree, plant_based, vegan",0.71
R50D11,R50,Spicy Kale Caesar Salad (Vegan),10.64,15,"healthy, salad, spicy, vegan",0.97
R50D12,R50,Spicy Tofu Veggie Bowl,13.45,9,"gluten-free, healthy, spicy, tofu, vegan",0.86
R50D13,R50,Spicy Kale Caesar Salad (Vegan),12.42,12,"healthy, salad, spicy, vegan",0.66
R50D14,R50,Spicy Lentil Soup,8.53,15,"comfort_food, healthy, soup, spicy, vegan",0.94
R50D15,R50,Spicy Tofu Veggie Bowl,15.49,13,"gluten-free, healthy, spicy, tofu, vegan",0.8
R50D16,R50,Spicy Acai Smoothie,10.11,3,"drink, fruit, healthy, quick, spicy",0.71
R50D17,R50,Spicy Tofu Veggie Bowl,14.73,5,"gluten-free, healthy, spicy, tofu, vegan",0.6
R50D18,R50,Spicy Acai Smoothie,10.08,5,"drink, fruit, healthy, quick, spicy",0.98
R50D19,R50,Spicy Acai Smoothie,8.24,2,"drink, fruit, healthy, quick, spicy",0.63
R50D20,R50,Spicy Tofu Veggie Bowl,14.49,13,"gluten-free, healthy, spicy, tofu, vegan",0.82
R51D1,R51,Pad Thai,14.5,14,"noodles, peanut, sweet",0.78
R51D2,R51,Green Curry,16.5,28,"spicy, curry, coconut, vegan_option",0.88
R51D3,R51,Drunken Noodles,15.99,15,"spicy, noodles, chili",0.81
R51D4,R51,Tom Yum Soup,12.0,15,"soup, spicy, lemongrass, healthy",0.83
R51D5,R51,Mango Sticky Rice,8.0,4,"dessert, sweet, fruit",0.7
R51D6,R51,Spicy Green Curry,15.26,25,"coconut, curry, spicy, vegan_option",0.74
R51D7,R51,Spicy Mango Sticky Rice,8.8,7,"dessert, fruit, spicy, sweet",0.68
R51D8,R51,Spicy Green Curry,15.66,24,"coconut, curry, spicy, vegan_option",0.91
R51D9,R51,Spicy Tom Yum Soup,12.38,17,"healthy, lemongrass, soup, spicy",0.67
R51D10,R51,Spicy Drunken Noodles,16.42,21,"chili, noodles, spicy",0.96
R51D11,R51,Spicy Mango Sticky Rice,9.05,8,"dessert, fruit, spicy, sweet",0.61
R51D12,R51,Spicy Drunken Noodles,14.72,21,"chili, noodles, spicy",0.98
R51D13,R51,Spicy Tom Yum Soup,13.47,12,"healthy, lemongrass, soup, spicy",0.83
R51D14,R51,Spicy Green Curry,16.24,22,"coconut, curry, spicy, vegan_option",0.94
R51D15,R51,Spicy Tom Yum Soup,12.62,14,"healthy, lemongrass, soup, spicy",0.98
R51D16,R51,Spicy Tom Yum Soup,12.79,17,"healthy, lemongrass, soup, spicy",0.72
R51D17,R51,Spicy Drunken Noodles,14.86,22,"chili, noodles, spicy",0.7
R51D18,R51,Spicy Green Curry,17.98,27,"coconut, curry, spicy, vegan_option",0.76
R51D19,R51,Spicy Tom Yum Soup,12.72,11,"healthy, lemongrass, soup, spicy",0.8
R51D20,R51,Spicy Mango Sticky Rice,7.56,7,"dessert, fruit, spicy, sweet",0.74
R52D1,R52,Classic Margherita Pizza,19.99,30,"pizza, cheese, quick",0.96
R52D2,R52,Spaghetti Carbonara,18.0,23,"pasta, creamy, pork",0.79
R52D3,R52,Lasagna Bolognese,21.5,30,"pasta, beef, rich, entree",0.67
R52D4,R52,Tiramisu,9.0,1,"dessert, coffee, sweet",0.63
R52D5,R52,Garlic Knots,7.5,6,"bread, side, appetizer",0.93
R52D6,R52,Spicy Garlic Knots,8.8,7,"appetizer, bread, side, spicy",0.65
R52D7,R52,Spicy Lasagna Bolognese,21.09,25,"beef, entree, pasta, rich, spicy",0.85
R52D8,R52,Custom Classic Margherita Pizza,19.94,30,"cheese, custom, pizza, quick",0.92
R52D9,R52,Spicy Lasagna Bolognese,21.56,29,"beef, entree, pasta, rich, spicy",0.82
R52D10,R52,Spicy Lasagna Bolognese,21.0,26,"beef, entree, pasta, rich, spicy",0.66
R52D11,R52,Custom Classic Margherita Pizza,20.76,23,"cheese, custom, pizza, quick",0.67
R52D12,R52,Spicy Lasagna Bolognese,22.53,26,"beef, entree, pasta, rich, spicy",0.76
R52D13,R52,Spicy Spaghetti Carbonara,17.77,20,"creamy, pasta, pork, spicy",0.86
R52D14,R52,Spicy Spaghetti Carbonara,18.37,25,"creamy, pasta, pork, spicy",0.85
R52D15,R52,Spicy Tiramisu,9.78,10,"coffee, dessert, spicy, sweet",0.98
R52D16,R52,Spicy Spaghetti Carbonara,17.73,21,"creamy, pasta, pork, spicy",0.79
R52D17,R52,Spicy Garlic Knots,7.75,9,"appetizer, bread, side, spicy",0.67
R52D18,R52,Spicy Lasagna Bolognese,21.61,34,"beef, entree, pasta, rich, spicy",0.65
R52D19,R52,Spicy Spaghetti Carbonara,17.45,16,"creamy, pasta, pork, spicy",0.89
R52D20,R52,Custom Classic Margherita Pizza,20.37,20,"cheese, custom, pizza, quick",0.64
R53D1,R53,Al Pastor Taco,4.0,4,"taco, quick, spicy, pork",0.65
R53D2,R53,Carnitas Burrito,12.0,13,"burrito, rice, beans, entree",0.65
R53D3,R53,Quesadilla Suprema,10.5,10,"cheese, chicken, quick",0.68
R53D4,R53,Chips & Guacamole,8.5,4,"appetizer, dip, vegetarian",0.73
R53D5,R53,Veggie Fajita Bowl,15.0,16,"healthy, vegan, keto, entree",0.62
R53D6,R53,Spicy Quesadilla Suprema,11.17,13,"cheese, chicken, quick, spicy",0.76
R53D7,R53,Spicy Carnitas Burrito,12.14,9,"beans, burrito, entree, rice, spicy",0.79
R53D8,R53,Spicy Quesadilla Suprema,11.6,7,"cheese, chicken, quick, spicy",0.92
R53D9,R53,Spicy Chips & Guacamole,7.01,4,"appetizer, dip, spicy, vegetarian",0.8
R53D10,R53,Spicy Veggie Fajita Bowl,13.64,18,"entree, healthy, keto, spicy, vegan",0.72
R53D11,R53,Spicy Quesadilla Suprema,9.88,14,"cheese, chicken, quick, spicy",0.76
R53D12,R53,Spicy Chips & Guacamole,8.05,2,"appetizer, dip, spicy, vegetarian",0.88
R53D13,R53,Spicy Quesadilla Suprema,11.65,9,"cheese, chicken, quick, spicy",0.84
R53D14,R53,Spicy Al Pastor Taco,3.19,10,"pork, quick, spicy, taco",0.74
R53D15,R53,Spicy Carnitas Burrito,11.47,14,"beans, burrito, entree, rice, spicy",0.62
R53D16,R53,Spicy Chips & Guacamole,8.57,4,"appetizer, dip, spicy, vegetarian",0.72
R53D17,R53,Spicy Carnitas Burrito,12.58,8,"beans, burrito, entree, rice, spicy",0.88
R53D18,R53,Spicy Chips & Guacamole,7.26,8,"appetizer, dip, spicy, vegetarian",0.97
R53D19,R53,Spicy Quesadilla Suprema,9.17,7,"cheese, chicken, quick, spicy",0.61
R53D20,R53,Spicy Veggie Fajita Bowl,14.32,18,"entree, healthy, keto, spicy, vegan",0.97
R54D1,R54,The Signature Burger,14.0,13,"burger, beef, entree",0.93
R54D2,R54,Mushroom Swiss Burger,15.5,17,"burger, cheese, classic",0.84
R54D3,R54,Classic Fries,5.0,9,"side, quick, comfort_food",0.64
R54D4,R54,Milkshake (Chocolate),7.0,3,"drink, dessert, sweet",0.87
R54D5,R54,Chicken Tenders,11.0,18,"fried, chicken, quick",0.79
R54D6,R54,The Signature Veggie Burger,12.64,23,"burger, entree, vegan",0.64
R54D7,R54,Mushroom Swiss Veggie Burger,16.71,16,"burger, cheese, classic",0.63
R54D8,R54,Shrimp Tenders,10.49,12,"fried, quick, seafood",0.97
R54D9,R54,Spicy Milkshake (Chocolate),8.21,4,"dessert, drink, spicy, sweet",0.92
R54D10,R54,Shrimp Tenders,10.64,11,"fried, quick, seafood",0.79
R54D11,R54,The Signature Veggie Burger,14.66,18,"burger, entree, vegan",0.91
R54D12,R54,Shrimp Tenders,12.24,10,"fried, quick, seafood",0.69
R54D13,R54,Mushroom Swiss Veggie Burger,14.84,21,"burger, cheese, classic",0.88
R54D14,R54,The Signature Veggie Burger,14.79,13,"burger, entree, vegan",0.66
R54D15,R54,Mushroom Swiss Veggie Burger,14.87,15,"burger, cheese, classic",0.85
R54D16,R54,Spicy Classic Fries,3.65,5,"comfort_food, quick, side, spicy",0.92
R54D17,R54,Spicy Classic Fries,5.18,8,"comfort_food, quick, side, spicy",0.64
R54D18,R54,Spicy Classic Fries,5.91,9,"comfort_food, quick, side, spicy",0.89
R54D19,R54,Spicy Milkshake (Chocolate),7.85,1,"dessert, drink, spicy, sweet",0.7
R54D20,R54,Mushroom Swiss Veggie Burger,16.65,17,"burger, cheese, classic",0.97
R55D1,R55,Butter Chicken,19.5,26,"curry, chicken, creamy, sweet",0.9
R55D2,R55,Chicken Tikka Masala,18.99,24,"curry, spicy, chicken, entree",0.68
R55D3,R55,Garlic Naan,4.0,12,"bread, side, quick",0.9
R55D4,R55,Saag Paneer,16.5,25,"curry, vegetarian, spinach, cheese",0.83
R55D5,R55,Vegetable Samosas,6.0,15,"appetizer, fried, vegetarian",0.86
R55D6,R55,Shrimp Tikka Masala,17.6,22,"curry, entree, seafood, spicy",0.71
R55D7,R55,Spicy Saag Paneer,17.55,17,"cheese, curry, spicy, spinach, vegetarian",0.7
R55D8,R55,Shrimp Tikka Masala,18.89,30,"curry, entree, seafood, spicy",0.6
R55D9,R55,Butter Shrimp,18.51,21,"creamy, curry, seafood, sweet",0.97
R55D10,R55,Spicy Saag Paneer,16.32,15,"cheese, curry, spicy, spinach, vegetarian",0.86
R55D11,R55,Butter Shrimp,20.57,22,"creamy, curry, seafood, sweet",0.65
R55D12,R55,Shrimp Tikka Masala,19.78,29,"curry, entree, seafood, spicy",0.68
R55D13,R55,Spicy Saag Paneer,15.42,20,"cheese, curry, spicy, spinach, vegetarian",0.86
R55D14,R55,Spicy Saag Paneer,16.5,19,"cheese, curry, spicy, spinach, vegetarian",0.66
R55D15,R55,Shrimp Tikka Masala,17.6,28,"curry, entree, seafood, spicy",0.77
R55D16,R55,Spicy Saag Paneer,16.37,16,"cheese, curry, spicy, spinach, vegetarian",0.94
R55D17,R55,Spicy Garlic Naan,4.74,6,"bread, quick, side, spicy",0.86
R55D18,R55,Butter Shrimp,20.43,29,"creamy, curry, seafood, sweet",0.8
R55D19,R55,Spicy Garlic Naan,5.44,4,"bread, quick, side, spicy",0.96
R55D20,R55,Butter Shrimp,18.26,26,"creamy, curry, seafood, sweet",0.79
R56D1,R56,General Tso's Chicken,14.99,19,"chinese, fried, sweet, spicy, entree",0.8
R56D2,R56,Shrimp Lo Mein,13.5,16,"chinese, noodles, seafood, quick",0.85
R56D3,R56,Beef with Broccoli,16.0,14,"chinese, beef, healthy, entree",0.68
R56D4,R56,Spring Rolls (Veg),5.5,10,"appetizer, fried, vegetarian",0.97
R56D5,R56,Pork Fried Rice,12.0,12,"rice, pork, quick",0.97
R56D6,R56,General Tso's Shrimp,13.96,15,"chinese, entree, fried, spicy, sweet",0.95
R56D7,R56,Spicy Spring Rolls (Veg),5.38,8,"appetizer, fried, spicy, vegetarian",0.76
R56D8,R56,General Tso's Shrimp,14.69,10,"chinese, entree, fried, spicy, sweet",0.61
R56D9,R56,Spicy Shrimp Lo Mein,14.92,8,"chinese, noodles, quick, seafood, spicy",0.61
R56D10,R56,Spicy Beef with Broccoli,14.66,19,"beef, chinese, entree, healthy, spicy",0.86
R56D11,R56,Spicy Spring Rolls (Veg),5.92,12,"appetizer, fried, spicy, vegetarian",0.86
R56D12,R56,Spicy Shrimp Lo Mein,13.64,13,"chinese, noodles, quick, seafood, spicy",0.76
R56D13,R56,Spicy Shrimp Lo Mein,12.8,11,"chinese, noodles, quick, seafood, spicy",0.98
R56D14,R56,Spicy Pork Fried Rice,11.92,15,"pork, quick, rice, spicy",0.88
R56D15,R56,Spicy Beef with Broccoli,16.55,19,"beef, chinese, entree, healthy, spicy",0.66
R56D16,R56,Spicy Pork Fried Rice,13.07,12,"pork, quick, rice, spicy",0.77
R56D17,R56,Spicy Beef with Broccoli,16.21,19,"beef, chinese, entree, healthy, spicy",0.71
R56D18,R56,Spicy Beef with Broccoli,16.25,15,"beef, chinese, entree, healthy, spicy",0.67
R56D19,R56,Spicy Spring Rolls (Veg),5.14,9,"appetizer, fried, spicy, vegetarian",0.6
R56D20,R56,Spicy Spring Rolls (Veg),5.73,13,"appetizer, fried, spicy, vegetarian",0.8
R57D1,R57,Spicy Tuna Roll,11.0,5,"sushi, raw, spicy, tuna",0.99
R57D2,R57,Salmon Nigiri (2pc),7.5,5,"sushi, raw, salmon, quick",0.71
R57D3,R57,Tonkotsu Ramen,16.0,24,"noodles, soup, pork, rich",0.92
R57D4,R57,Gyoza (Pork Dumpling),8.0,13,"dumpling, appetizer, quick",0.68
R57D5,R57,California Roll,9.5,13,"sushi, cooked, crab, quick",0.8
R57D6,R57,Spicy Gyoza (Pork Dumpling),8.94,5,"appetizer, dumpling, quick, spicy",0.78
R57D7,R57,Spicy California Roll,10.39,6,"cooked, crab, quick, spicy, sushi",0.98
R57D8,R57,Spicy Spicy Tuna Roll,10.11,9,"raw, spicy, sushi, tuna",0.77
R57D9,R57,Spicy Spicy Tuna Roll,10.17,10,"raw, spicy, sushi, tuna",0.81
R57D10,R57,Spicy California Roll,10.36,9,"cooked, crab, quick, spicy, sushi",0.78
R57D11,R57,Spicy California Roll,8.93,15,"cooked, crab, quick, spicy, sushi",0.94
R57D12,R57,Spicy Gyoza (Pork Dumpling),7.87,11,"appetizer, dumpling, quick, spicy",0.76
R57D13,R57,Spicy Tonkotsu Ramen,15.89,18,"noodles, pork, rich, soup, spicy",0.61
R57D14,R57,Spicy California Roll,10.5,8,"cooked, crab, quick, spicy, sushi",0.84
R57D15,R57,Spicy Salmon Nigiri (2pc),7.91,1,"quick, raw, salmon, spicy, sushi",0.61
R57D16,R57,Spicy Salmon Nigiri (2pc),7.54,3,"quick, raw, salmon, spicy, sushi",0.8
R57D17,R57,Spicy Gyoza (Pork Dumpling),9.02,15,"appetizer, dumpling, quick, spicy",0.94
R57D18,R57,Spicy California Roll,10.06,14,"cooked, crab, quick, spicy, sushi",0.66
R57D19,R57,Spicy Salmon Nigiri (2pc),8.99,9,"quick, raw, salmon, spicy, sushi",0.73
R57D20,R57,Spicy Tonkotsu Ramen,16.57,15,"noodles, pork, rich, soup, spicy",0.75
R58D1,R58,Chicken Gyro Sandwich,10.5,14,"mediterranean, sandwich, chicken, quick",0.89
R58D2,R58,Hummus with Pita,6.5,8,"dip, appetizer, vegan",0.63
R58D3,R58,Falafel Plate,14.0,20,"vegetarian, fried, chickpea, entree",0.96
R58D4,R58,Greek Salad,11.0,13,"salad, healthy, vegetarian",0.82
R58D5,R58,Lamb Kebab Plate,22.0,23,"meat, grilled, entree",0.8
R58D6,R58,Spicy Greek Salad,11.76,5,"healthy, salad, spicy, vegetarian",0.98
R58D7,R58,Spicy Lamb Kebab Plate,20.98,21,"entree, grilled, meat, spicy",0.66
R58D8,R58,Spicy Lamb Kebab Plate,23.32,27,"entree, grilled, meat, spicy",0.69
R58D9,R58,Spicy Falafel Plate,15.32,20,"chickpea, entree, fried, spicy, vegetarian",0.96
R58D10,R58,Spicy Greek Salad,10.77,13,"healthy, salad, spicy, vegetarian",0.77
R58D11,R58,Shrimp Gyro Sandwich,11.77,11,"mediterranean, quick, sandwich, seafood",0.91
R58D12,R58,Spicy Lamb Kebab Plate,20.6,23,"entree, grilled, meat, spicy",0.71
R58D13,R58,Spicy Hummus with Pita,7.57,7,"appetizer, dip, spicy, vegan",0.99
R58D14,R58,Spicy Lamb Kebab Plate,21.9,24,"entree, grilled, meat, spicy",0.71
R58D15,R58,Spicy Falafel Plate,13.33,14,"chickpea, entree, fried, spicy, vegetarian",0.71
R58D16,R58,Shrimp Gyro Sandwich,10.05,10,"mediterranean, quick, sandwich, seafood",0.98
R58D17,R58,Shrimp Gyro Sandwich,9.87,20,"mediterranean, quick, sandwich, seafood",0.86
R58D18,R58,Spicy Falafel Plate,13.51,15,"chickpea, entree, fried, spicy, vegetarian",0.78
R58D19,R58,Shrimp Gyro Sandwich,11.8,10,"mediterranean, quick, sandwich, seafood",0.95
R58D20,R58,Shrimp Gyro Sandwich,11.41,18,"mediterranean, quick, sandwich, seafood",0.79
R59D1,R59,Beef Pho,13.0,22,"vietnamese, soup, noodles, beef, healthy",0.66
R59D2,R59,Veggie Spring Rolls,8.0,14,"appetizer, vegan, quick, fresh",0.73
R59D3,R59,Bun Cha (Pork Noodle),15.5,24,"vietnamese, noodles, pork, grilled",0.71
R59D4,R59,Banh Mi (Chicken),9.0,14,"sandwich, quick, chicken",0.87
R59D5,R59,Vietnamese Iced Coffee,5.0,9,"drink, sweet, cold",0.81
R59D6,R59,Banh Mi (Shrimp),7.53,6,"quick, sandwich, seafood",0.62
R59D7,R59,Spicy Beef Pho,14.41,24,"beef, healthy, noodles, soup, spicy, vietnamese",0.87
R59D8,R59,Spicy Veggie Spring Rolls,8.7,7,"appetizer, fresh, quick, spicy, vegan",0.95
R59D9,R59,Spicy Beef Pho,11.97,23,"beef, healthy, noodles, soup, spicy, vietnamese",0.79
R59D10,R59,Banh Mi (Shrimp),8.9,8,"quick, sandwich, seafood",0.74
R59D11,R59,Banh Mi (Shrimp),10.24,13,"quick, sandwich, seafood",0.69
R59D12,R59,Banh Mi (Shrimp),8.61,9,"quick, sandwich, seafood",0.88
R59D13,R59,Banh Mi (Shrimp),10.3,13,"quick, sandwich, seafood",0.79
R59D14,R59,Spicy Vietnamese Iced Coffee,5.96,1,"cold, drink, spicy, sweet",0.69
R59D15,R59,Spicy Beef Pho,13.48,19,"beef, healthy, noodles, soup, spicy, vietnamese",0.72
R59D16,R59,Spicy Bun Cha (Pork Noodle),15.92,27,"grilled, noodles, pork, spicy, vietnamese",0.92
R59D17,R59,Banh Mi (Shrimp),9.16,8,"quick, sandwich, seafood",0.63
R59D18,R59,Spicy Beef Pho,13.64,15,"beef, healthy, noodles, soup, spicy, vietnamese",0.68
R59D19,R59,Spicy Vietnamese Iced Coffee,5.43,1,"cold, drink, spicy, sweet",0.69
R59D20,R59,Spicy Veggie Spring Rolls,7.08,13,"appetizer, fresh, quick, spicy, vegan",0.82
R60D1,R60,Tofu Veggie Bowl,14.0,13,"vegan, healthy, tofu, gluten-free",0.92
R60D2,R60,Beyond Meat Burger,16.0,15,"vegan, burger, plant_based, entree",0.82
R60D3,R60,Acai Smoothie,9.0,2,"drink, fruit, healthy, quick",0.8
R60D4,R60,Lentil Soup,8.0,10,"soup, vegan, healthy, comfort_food",0.76
R60D5,R60,Kale Caesar Salad (Vegan),12.0,5,"salad, vegan, healthy",0.62
R60D6,R60,Spicy Kale Caesar Salad (Vegan),13.23,15,"healthy, salad, spicy, vegan",0.66
R60D7,R60,Spicy Lentil Soup,7.91,15,"comfort_food, healthy, soup, spicy, vegan",0.72
R60D8,R60,Beyond Meat Veggie Burger,16.03,18,"burger, entree, plant_based, vegan",0.85
R60D9,R60,Beyond Meat Veggie Burger,14.86,19,"burger, entree, plant_based, vegan",0.98
R60D10,R60,Beyond Meat Veggie Burger,15.92,14,"burger, entree, plant_based, vegan",0.84
R60D11,R60,Spicy Kale Caesar Salad (Vegan),11.88,7,"healthy, salad, spicy, vegan",0.93
R60D12,R60,Spicy Tofu Veggie Bowl,13.16,12,"gluten-free, healthy, spicy, tofu, vegan",0.73
R60D13,R60,Spicy Tofu Veggie Bowl,14.82,5,"gluten-free, healthy, spicy, tofu, vegan",0.62
R60D14,R60,Spicy Acai Smoothie,8.64,3,"drink, fruit, healthy, quick, spicy",0.92
R60D15,R60,Spicy Acai Smoothie,10.15,7,"drink, fruit, healthy, quick, spicy",0.67
R60D16,R60,Spicy Lentil Soup,8.56,5,"comfort_food, healthy, soup, spicy, vegan",0.87
R60D17,R60,Spicy Acai Smoothie,7.63,3,"drink, fruit, healthy, quick, spicy",0.6
R60D18,R60,Spicy Lentil Soup,7.71,10,"comfort_food, healthy, soup, spicy, vegan",0.97
R60D19,R60,Beyond Meat Veggie Burger,16.86,18,"burger, entree, plant_based, vegan",0.97
R60D20,R60,Beyond Meat Veggie Burger,16.77,17,"burger, entree, plant_based, vegan",0.77
